data.fullpath,data.thirdpartydataproviderid,data.Relevance,data.BidFactor,data.eCPM,data.eSpend,data.audiencesize
"In-Market > Retail > Clothing, Shoes & Accessories > Clothing > Women > Category > Dresses",bluekai,1.64,1.49,5.21,153,44600
Web Browsing > Retail Sites > Visit Disney.com in the Last 30 Days,targus,1.64,1.49,2.07,133,0
Business / B2B > Company Size > Medium (100-499 Employees),eyeota,1.63,1.49,16.13,2849,0
Smart Segments > High Net Worth,exelate,1.63,1.49,3.6,255,0
B2BX > Company Size > Medium,exelate,1.61,1.48,7.64,730,0
US > Premium > Women,addthis,1.61,1.48,5.94,533,0
Business to Business (B2B) > Company Size > Small (1-49),lotame,1.61,1.48,4.75,397,0
france > france computers and technology,lotame,1.61,1.48,1.42,119,0
Product Potential > Financial > Have Health Insurance w/Aarp,targus,1.61,1.48,4.86,116,0
Audience - Interests > Sports > Basketball > Confident,DataAlliance,1.61,1.48,3.41,61,0
"In-Market > Retail > Clothing, Shoes & Accessories > Accessories > Type",bluekai,1.61,1.48,2.13,25,239680
Interest > Pets > Pets - Dogs,exelate,1.6,1.47,4.95,445,1
Nielsen > Auto > Compact > Premium > SUV > Volvo - XC60,exelate,1.6,1.47,3.58,345,0
purchase intent > finance > affinity,DataAlliance,1.6,1.47,5.97,144,0
Interest > Business & Finance > Advertising & Marketing,bluekai,1.6,1.47,1.46,62,0
Demographic > Optimized > Male 25-29 > Confident,DataAlliance,1.59,1.46,2.38,866,0
Branded Data > Lotame > Ages > 45-54,bluekai,1.59,1.46,7.04,595,30112960
basic demographic > parents > extreme,DataAlliance,1.59,1.46,3.64,462,0
Interest > Auto - Owners > Auto - Owners - Luxury SUV,exelate,1.59,1.46,3.44,291,1
interests > autos > luxury cars > affinity,DataAlliance,1.58,1.46,6.09,1075,0
Nielsen > Auto > Midsize > SUV > Toyota - Venza,exelate,1.58,1.46,4.6,308,0
australia > women declared,lotame,1.58,1.46,3.77,253,0
interests > travel > vacation rentals > affinity,DataAlliance,1.58,1.46,2.24,95,0
US > Premium > Entertainment > Movies >  Genre >  Sci-Fi and Fantasy,addthis,1.57,1.45,5.92,290,0
US > Premium > Telecommunications > Phone Plans > Phone Service Intenders,addthis,1.57,1.45,7.34,271,0
US > Premium > Retail > Shopping > Discounts,addthis,1.57,1.45,1.09,53,0
Nielsen Buyer Insights > Apparel > Victorias Secret - Heavy Buyers,exelate,1.57,1.45,1.7,21,0
Retail > Retail - Apparel > Retail - Apparel - Victorias Secret > Retail - Apparel - Victorias Secret - Heavy Credit/Debit Buyer,exelate,1.57,1.45,1.59,19,0
advanced demographics > Home Type > Vacation Home,lotame,1.56,1.44,2.73,371,0
International Audiences > LEN FRA > France Holidays and Special Events,lotame,1.56,1.44,1.42,122,0
US > Premium > Retail >  Beauty and Cosmetics >  Skin Care,addthis,1.56,1.44,2.41,74,0
Retail > Retail - Apparel > Retail - Apparel - Shoe Stores > Retail - Apparel - Shoe Stores - Light Credit/Debit Buyer,exelate,1.56,1.44,2.5,46,0
"Demographic > Financial Attributes > Estimated Household Income > Greater than $100,000 > Greater than $125,000 > $125,000-$149,999",bluekai,1.55,1.44,3.68,979,38506000
US > Premium > Travel > Destinations,addthis,1.55,1.44,4.38,109,0
Audience - Interests > Sports > College Life > Confident,DataAlliance,1.55,1.44,2.33,43,0
In-Market > Retail > Shopping Predictors > Transaction Predictors > Consumer Packaged Goods (CPG) > Food & Beverages,bluekai,1.54,1.43,3.32,662,273110600
Branded Data > Neustar AdAdvisor > Travel > Vacation Activities,bluekai,1.54,1.43,4.44,305,124755400
Demographic > Age > Lifestages > Elders (80+),bluekai,1.54,1.43,3.17,138,11770000
US > Premium > Hispanic >  General >  Animals,addthis,1.54,1.43,2.85,71,0
Interest  > Tech Enthusiasts,eyeota,1.53,1.43,4.2,1185,0
B2BX > Business Professionals > Small Business Owners,exelate,1.52,1.42,5.75,764,0
Intent > Finance and Insurance > Finance and Insurance - Banking - Checking and Savings,exelate,1.52,1.42,4.65,383,1
france > france entertainment,lotame,1.52,1.42,1.42,126,0
Demographics > Education > Other,visualdna,1.52,1.42,1.1,97,0
Business to Business (B2B) > Company Size > Extra-Large (5000+),lotame,1.51,1.41,5.47,488,0
Branded Data > Webbula > Demographic > Age > 45-54,bluekai,1.51,1.41,4.22,322,23965600
united kingdom > united kingdom fashion & beauty,lotame,1.5,1.41,4.7,2322,0
US > Premium > Home >  Home Maintenance >  Household Brands,addthis,1.5,1.41,2.83,254,0
purchase intent > music > affinity,DataAlliance,1.5,1.41,3.52,136,0
Interest > Auto - Owners > Auto - Owners - Land Rover,exelate,1.5,1.41,6.55,126,1
Audience - Interests > Education > Graduate Programs > Confident,DataAlliance,1.5,1.41,2.61,50,0
interests > news > extreme,DataAlliance,1.49,1.4,2.8,722,0
basic demographic > parents > affinity,DataAlliance,1.48,1.39,6.35,1446,0
Business to Business (B2B) > Seniority > Mid-Management,lotame,1.48,1.39,7.57,688,0
Travel > Interest > Flights > First Class,visualdna,1.48,1.39,7.4,480,0
Demographic > Career > Career - Management and Business,exelate,1.48,1.39,2.21,100,1
US > Premium > Education,addthis,1.48,1.39,2.49,64,0
In-Market > Retail > Computers,bluekai,1.48,1.39,4.11,53,100913200
Branded Data > V12 > Sports & Fitness > Healthy Living,bluekai,1.47,1.39,4.17,327,112274000
Finance > Interest > Insurance > Auto Insurance,visualdna,1.47,1.39,1.58,134,0
Demographic > Career > Career - Engineering and Architecture,exelate,1.47,1.39,1.96,115,1
Demographics > Age Range > 30-34,targus,1.47,1.39,4.75,93,0
UK > Reach > In-Market > Auto > Current Brands,addthis,1.47,1.39,2.73,89,0
AudiencePredictor > 701_DPMP_DPO_Woodleys_1021181 | 1vyq6lp > High Value User Lookalike > 10002,ttdeskpat,1.47,1.39,0.52,10,0
Demographics > Gender > Male,bluekai,1.46,1.38,6.39,1807,47939400
Hispanic > LLN US > US Hispanics Movies,lotame,1.46,1.38,5.47,1155,0
Asia-Pacific > sports,lotame,1.46,1.38,2.58,903,0
Custom Segment > ShareThis > Interest from Social Activity > Wynn > Las Vegas Hotel Conquesting Segment,sharethis,1.46,1.38,2.3,228,0
Retail & Consumer Goods > Clothes > Fashion Style > Classic,visualdna,1.46,1.38,1.11,102,0
A/B Testing > Users In Segments 071-080,DataAlliance,1.45,1.37,4.78,1079,(null)
advanced demographics > Relationship Status > Married,lotame,1.45,1.37,1.47,681,0
Retail & Consumer Goods > Mobile > Interest > Renewing Contract,visualdna,1.45,1.37,6.04,559,0
NCS > Baby and Toddler > Baby Formula Category,neustar_pro,1.45,1.37,7.4,245,0
International Audiences > LEN FRA > France Discount Travel,lotame,1.45,1.37,1.24,230,0
purchase intent > diy > affinity,DataAlliance,1.45,1.37,3.2,127,0
interests > technology > extreme,DataAlliance,1.45,1.37,2.24,60,0
Asia-Pacific > food & beverages,lotame,1.44,1.36,3.74,649,0
Nielsen > Auto > Midsize > Premium > Midsize Premium SUV > Lexus - RX 450H,exelate,1.44,1.36,3.75,401,0
Nielsen > Auto > Large > SUV,exelate,1.44,1.36,3.94,394,0
US > Premium > Political > Government,addthis,1.44,1.36,2.94,255,0
"Audience - Interests > Arts, Entertainment, & Events > Celebrity Gossip & Tabloid News > Confident",DataAlliance,1.44,1.36,3.23,172,0
Audience - Interests > Sports > College Sports > Confident,DataAlliance,1.44,1.36,2.55,51,0
Interest > Lifestyles > Military,bluekai,1.43,1.36,2.81,660,2800
Interest > Home & Garden > Home Improvement > Remodeling & Construction,bluekai,1.43,1.36,3.18,363,89635200
Branded Data > Clearspring > Financial > Personal Finance > Small Business,bluekai,1.43,1.36,5.88,237,558000
Audience - Interests > Education > Study Aids & Tutorials > High Confidence,DataAlliance,1.43,1.36,1.68,45,0
advanced demographics > HHI > 100k+,lotame,1.42,1.35,5.14,2048,0
purchase intent > travel > affinity,DataAlliance,1.42,1.35,3.8,718,0
Nielsen > Auto > Midsize > Premium > Midsize Premium SUV > Land Rover - Range Rover Sport,exelate,1.42,1.35,3.81,411,0
Interest > Home Improvement > Home Improvement - Interior Decor and Design,exelate,1.42,1.35,2.24,136,1
Smart Segments > Sports Sweet Spot,exelate,1.42,1.35,2.5,34,0
Nielsen > Auto > Midsize > Premium > Midsize Premium SUV > BMW - X5,exelate,1.41,1.34,4.14,508,0
Interest > Outdoor Activities > Equestrian,bluekai,1.41,1.34,3.82,392,1289000
International Audiences > LEN ESP > Spain Personal Finance,lotame,1.41,1.34,2.37,209,0
Branded Data > V12 > CPG > Beverages > High End/ Luxury Coffee Buyers,bluekai,1.41,1.34,5.15,175,25827200
B2BX > Functional Area > Medical Doctor,exelate,1.41,1.34,5.51,150,0
Interest  > Charity,eyeota,1.41,1.34,3.12,64,0
"Demographic > Financial Attributes > Estimated Household Income > Greater than $100,000 > Greater than $125,000 > $150,000-$199,999",bluekai,1.4,1.34,3.58,1350,53705800
In-Market > Retail,bluekai,1.4,1.34,4.32,385,238375000
Nielsen > Auto > Midsize > Premium > Midsize Premium SUV > Volkswagen - Touareg,exelate,1.39,1.33,3.96,382,0
US > Premium > Career and Work > Social > Career and Work Shoppers,addthis,1.39,1.33,2.31,224,0
US > Premium > Shoppers In-Market > By Interest Vertical > Career and Work,addthis,1.39,1.33,2.31,224,0
International Segments > Asia Pacific > Australia > C Level Executives,lotame,1.38,1.32,18.02,1758,0
Demographic > Age > 25-29,bluekai,1.38,1.32,2.75,613,232400
"Branded Data > I-Behavior > US Data > KBM Group AmeriLINK Consumer Database > Demographics & Segmentation > Estimated Household Investable Assets > $750,000 - $999,999",bluekai,1.38,1.32,6.54,457,1169920
Shopping > Coupons Used > Redeems Cents-Off Coupon at Fast Food Restaurants,targus,1.38,1.32,4.11,344,0
US > Premium > Shoppers In-Market > By Interest Vertical > Health,addthis,1.38,1.32,4.16,203,0
interests > music > affinity,DataAlliance,1.38,1.32,1.11,54,0
Demographics > Gender > Female,visualdna,1.37,1.31,4.65,1564,0
"IXI - Private > Network Products > Financial Cohorts > $1MM+ Assets, Small Town & Rural: Country Nobility - Wealthy Investors: R61",bluekai,1.37,1.31,5.74,242,2130800
International Audiences > LEN FRA > France Drama Movies,lotame,1.37,1.31,1.23,200,0
International Audiences > LEN FRA > France Romance Movies,lotame,1.37,1.31,1.23,199,0
Entertainment & Lifestyle > Goals > Quit Smoking,visualdna,1.37,1.31,2.96,104,0
Hobbies & Interests > Live Theatre/Concert/Dance > Attend Concert Last 12M,targus,1.37,1.31,1.63,46,0
Audience - Interests > Travel > Confident,DataAlliance,1.36,1.31,1.41,2561,0
International Audiences > LEN FRA > France Government and Politics,lotame,1.36,1.31,1.6,667,0
Custom Segment > ShareThis > Interest from Social Activity > Wynn > Las Vegas Hotels/Rooms Segment,sharethis,1.36,1.31,2.2,280,0
interests > computers > strong affinity,DataAlliance,1.36,1.31,2.65,280,0
basic demographic > age > adults (30 to 44) > affinity,DataAlliance,1.36,1.31,3.25,230,0
Branded Data > Alliant > Premium > Demographic > Premium Age 40-49,bluekai,1.36,1.31,4.54,160,2141200
interests > nature & environment > strong affinity,DataAlliance,1.36,1.31,1.99,28,0
Interest > Business & Finance > Finance & Investing,bluekai,1.35,1.3,2.78,3204,634468600
Business to Business (B2B) > Industry > Finance,lotame,1.35,1.3,17.83,2293,0
Intent > Finance and Insurance > Finance and Insurance - Banking - Retirement Accounts,exelate,1.35,1.3,1.78,468,1
Audience - Interests > Humor > Extreme Confidence,DataAlliance,1.35,1.3,5,249,0
International Audiences > LEN FRA > France Frequent Travel,lotame,1.35,1.3,1.23,246,0
Auto > Interest > Second Hand Car,visualdna,1.35,1.3,2.77,99,0
Branded Data > ALC > B2B Decision Makers > Executives by Title/Job Function > Administrative/Support Staff,bluekai,1.34,1.29,11.6,666,7734400
Home & Family > Animal Lovers,lotame,1.34,1.29,3.88,335,0
Interest > Electronics & Computers > Enthusiasts,bluekai,1.34,1.29,1.08,177,1008000
Entertainment & Lifestyle > Food Enthusiast,visualdna,1.34,1.29,3.82,164,0
US > Premium > Technology > Electronics > Electronics Brands,addthis,1.34,1.29,2.3,149,0
US > Premium > Telecommunications > Brand > US Wireless Providers,addthis,1.34,1.29,2.21,127,0
hong kong > parenting,lotame,1.34,1.29,2.02,87,0
Interest > Sports > Sports - College Basketball,exelate,1.34,1.29,2.11,45,1
news & politics > government and politics,lotame,1.33,1.29,2.46,1178,0
Premium Demographic > Ethnicity > Hispanic or Latino,DataAlliance,1.33,1.29,7.87,680,0
Nielsen > Auto > Midsize > SUV > Honda - Pilot,exelate,1.33,1.29,3.42,321,0
AudiencePredictor > Edward Jones | pr1adgc > High Value User Lookalike > 10001,ttdeskpat,1.33,1.29,2.41,227,0
B2B Demo > Seniority > Management,bluekai,1.32,1.28,9.85,646,1349200
Finance > Interest > Credit Card,visualdna,1.32,1.28,7.58,276,0
Intent > Services > Medicine and Health,eyeota,1.32,1.28,2.96,216,0
Demographic > Education Level > Education Level - Associates Degree,exelate,1.32,1.28,2.4,52,1
US > Premium > Financial >  Financial Enthusiasts >  Financial Terms,addthis,1.32,1.28,0.51,19,0
Nielsen > Auto > Compact > Premium > SUV > Land Rover - Range Rover Evoque,exelate,1.31,1.27,3.96,378,0
US > Reach > Telecommunications > Communications Equipment,addthis,1.31,1.27,1.49,44,0
Demographic > Employment Industry > IT,eyeota,1.3,1.26,1.87,582,0
Nielsen > Auto > Compact > Sporty Car > Volkswagen - GTI,exelate,1.3,1.26,5.7,211,0
US > Premium > Retail > Social,addthis,1.3,1.26,3.85,142,0
Demographic > Age > 50-59 > 55-59,bluekai,1.29,1.25,3.67,6060,64285600
Branded Data > Lotame > Ages > 35-44 > 40-44,bluekai,1.29,1.25,7.42,606,15106240
US > Premium > Political >  Politics >  Republican Terms,addthis,1.29,1.25,3.11,531,0
Branded Data > Neustar AdAdvisor > Demographics > Age > 41-45,bluekai,1.29,1.25,5.73,471,19361400
In-Market > Retail > Shopping Predictors > Transaction Predictors > Retail,bluekai,1.29,1.25,3.15,420,267326600
Intent > Propensity > Propensity - Travel > Propensity - Travel - Likely Gamblers,exelate,1.29,1.25,3.74,307,1
Interest > Entertainment,exelate,1.29,1.25,2.68,140,1
Retail & Consumer Goods > Mobile > Interest > Mobile Phone,visualdna,1.29,1.25,1.2,54,0
Audience - Interests > Technology > Confident,DataAlliance,1.28,1.25,5.4,162,0
purchase intent > technology > affinity,DataAlliance,1.28,1.25,4.16,156,0
US > Premium > Retail > Shopping > Coupons,addthis,1.27,1.24,4.91,518,0
Branded Data > Neustar AdAdvisor > Demographics > Age > 56-60,bluekai,1.27,1.24,6.64,503,19909200
Demographic > Age > 65 & Older,bluekai,1.26,1.23,4.23,7564,105776800
US > Premium > Telecommunications > Mobile and Wireless > Phone Enthusiasts,addthis,1.26,1.23,4.73,1584,0
Demographics > Home Ownership > Own House,targus,1.26,1.23,4.85,295,0
Branded Data > Dataline > Intenders > Motorcycles,bluekai,1.26,1.23,4.23,194,18972480
Hispanic > LLN US > US Hispanics Gender > Male,lotame,1.25,1.22,6.53,1461,0
US > Premium > Political > People > 2016 Presidential Candidates > Republicans > Ted Cruz,addthis,1.24,1.22,11.14,861,0
 TV Audiences > Demographic Groups > ABC1 Adults,visualdna,1.24,1.22,4.13,734,0
france > france travel,lotame,1.24,1.22,1.36,147,0
Influencers > Frequent Clickers > Top 50 Percent,DataAlliance,1.23,1.21,2.41,4315,0
spain > spain computers and technology,lotame,1.23,1.21,2.36,240,0
International Audiences > LEN FRA > France Moms,lotame,1.23,1.21,1.23,192,0
B2BX > Industry > Education,exelate,1.23,1.21,5.39,84,0
Global > B2B Predictive Signals > Technology,eyeota,1.22,1.2,2.11,1231,0
Business / B2B > Professions > Business Professionals,eyeota,1.21,1.19,2.15,1904,0
Audience - Interests > Health > Confident,DataAlliance,1.21,1.19,3.35,691,0
US > Premium > Telecommunications > Brand > T-Mobile,addthis,1.21,1.19,4.45,565,0
Interest > Auto - Owners > Auto - Owners - Midsize Car,exelate,1.21,1.19,5.13,286,1
basic demographic > gender > female > strong affinity,DataAlliance,1.2,1.18,5.06,3802,0
US > Premium > Health > Health and Medical >  Specialties >  Orthopedic,addthis,1.2,1.18,2.54,407,0
US > Premium > Entertainment > Movies >  Genre >  Anime and Animation,addthis,1.2,1.18,2.49,399,0
Nielsen > Auto > Midsize > SUV > Hyundai - Santa Fe Sport,exelate,1.2,1.18,3.75,301,0
Interest > Green Living,exelate,1.2,1.18,5.29,254,1
Interest > Real Estate,exelate,1.2,1.18,2.2,229,1
"Demographic > Income Level > ""Income Level - $40,000 to $49,999""",exelate,1.2,1.18,2.83,159,1
Past Purchases > Travel > Leisure Travelers,bluekai,1.2,1.18,2.83,158,135453600
Audience - Interests > News & Politics > Extreme Confidence,DataAlliance,1.19,1.17,4.99,928,0
 TV Audiences > Demographic Groups > C2D Women,visualdna,1.19,1.17,3.5,451,0
AU Experian > Age > 65+,eyeota,1.19,1.17,5.07,369,0
Nielsen > Auto > Midsize > SUV > Toyota - Highlander,exelate,1.19,1.17,3.46,279,0
Asia-Pacific > television,lotame,1.19,1.17,4.15,202,0
Audience - Interests > Books & Literature > Extreme Confidence,DataAlliance,1.19,1.17,6.2,150,0
Hispanic > LLN US > US Hispanics Travel,lotame,1.18,1.17,6.27,1476,0
Nielsen > Scarborough > Auto - Auto insurance provider for household > AAA Insurance,exelate,1.18,1.17,3.41,389,0
Global Top 2000 Company IPs,DataAlliance,1.18,1.17,3.72,365,1
language > german > affinity,DataAlliance,1.18,1.17,3.15,230,0
purchase intent > real estate > apartments > affinity,DataAlliance,1.18,1.17,2.98,170,0
Audience - Interests > Beauty & Personal Care > Extreme Confidence,DataAlliance,1.18,1.17,1.3,42,0
Demographic > Optimized > Male 25-29 > High Confidence,DataAlliance,1.17,1.16,4,1606,0
US > Premium > Telecommunications > Mobile and Wireless > Phone Features,addthis,1.17,1.16,4.55,1415,0
Audience - Interests > Education > Confident,DataAlliance,1.17,1.16,2.6,983,0
Nielsen > Auto > Midsize > Premium > Midsize Premium SUV > Lexus - RX 350,exelate,1.17,1.16,3.62,356,0
Interest > Lifestyles > Healthy Living,bluekai,1.16,1.15,4.03,5086,186485200
US > Premium > Career and Work,addthis,1.16,1.15,4.62,343,0
US > Reach > Financial > Personal Finance,addthis,1.16,1.15,3.85,318,0
Past Purchases > Travel > Hotels & Lodging > Luxury Hotels,bluekai,1.16,1.15,2.22,220,0
Food & Drink > Food > Supermarket > Luxury,visualdna,1.16,1.15,2.14,196,0
Interest > Auto - Owners > Auto - Owners - Mazda,exelate,1.16,1.15,7.14,177,1
Branded Data > Lotame > Home & Family,bluekai,1.16,1.15,6.29,156,221885600
Product Potential > Household Products > Batteries-Brand Bought Most Often-Duracell,targus,1.16,1.15,3.73,93,0
